,win_0,win_1,win_2,win_3,win_4,win_5,win_6,win_7,win_8,win_9,win_10,win_11,win_12,win_13,win_14,win_15,win_16,win_17,win_18,win_19
4977,0.059,0.042,0.044,0.047,0.034,0.045,0.058,0.031,0.036,0.05,0.12,0.038,0.05,0.048,0.046,0.035,0.046,0.052,0.056,0.063
4978,0.054,0.046,0.064,0.05,0.039,0.045,0.046,0.037,0.037,0.042,0.129,0.037,0.041,0.045,0.039,0.043,0.057,0.048,0.053,0.048
4979,0.047,0.054,0.052,0.051,0.053,0.041,0.049,0.042,0.053,0.044,0.098,0.046,0.053,0.052,0.035,0.039,0.043,0.044,0.059,0.045
4980,0.042,0.053,0.05,0.047,0.053,0.039,0.038,0.039,0.039,0.035,0.138,0.047,0.046,0.042,0.051,0.048,0.05,0.044,0.062,0.037
4981,0.071,0.045,0.049,0.044,0.041,0.04,0.04,0.042,0.05,0.049,0.127,0.044,0.047,0.052,0.049,0.056,0.033,0.04,0.037,0.044
4982,0.051,0.048,0.047,0.048,0.044,0.045,0.051,0.039,0.054,0.038,0.112,0.041,0.052,0.044,0.032,0.051,0.046,0.054,0.048,0.055
4983,0.057,0.05,0.045,0.042,0.044,0.043,0.046,0.055,0.042,0.045,0.11,0.038,0.055,0.045,0.047,0.047,0.039,0.051,0.047,0.052
4984,0.045,0.048,0.055,0.053,0.037,0.05,0.036,0.047,0.044,0.04,0.111,0.045,0.048,0.044,0.051,0.046,0.037,0.059,0.054,0.05
4985,0.047,0.048,0.038,0.043,0.061,0.055,0.043,0.039,0.058,0.041,0.108,0.047,0.047,0.042,0.043,0.047,0.049,0.055,0.046,0.043
4986,0.063,0.041,0.043,0.042,0.04,0.046,0.034,0.041,0.036,0.038,0.119,0.042,0.061,0.047,0.045,0.055,0.043,0.071,0.051,0.042
4987,0.051,0.049,0.051,0.038,0.05,0.051,0.037,0.05,0.04,0.033,0.103,0.035,0.055,0.052,0.059,0.047,0.052,0.05,0.041,0.056
4988,0.048,0.054,0.074,0.057,0.055,0.036,0.047,0.041,0.04,0.043,0.105,0.046,0.033,0.046,0.038,0.049,0.039,0.052,0.055,0.042
4989,0.045,0.042,0.053,0.045,0.048,0.05,0.044,0.04,0.05,0.048,0.105,0.036,0.041,0.048,0.051,0.041,0.057,0.05,0.05,0.056
4990,0.062,0.049,0.045,0.058,0.049,0.046,0.041,0.053,0.04,0.044,0.1,0.056,0.042,0.041,0.038,0.05,0.043,0.051,0.049,0.043
4991,0.051,0.046,0.054,0.043,0.05,0.036,0.047,0.047,0.051,0.036,0.096,0.05,0.052,0.058,0.035,0.048,0.037,0.063,0.045,0.055
4992,0.054,0.045,0.054,0.05,0.047,0.054,0.051,0.036,0.038,0.039,0.104,0.044,0.044,0.041,0.054,0.054,0.034,0.073,0.036,0.048
4993,0.054,0.05,0.051,0.044,0.05,0.04,0.048,0.039,0.049,0.036,0.12,0.042,0.045,0.054,0.041,0.049,0.045,0.048,0.046,0.049
4994,0.058,0.062,0.047,0.049,0.051,0.049,0.041,0.048,0.029,0.044,0.109,0.048,0.045,0.05,0.037,0.045,0.043,0.041,0.05,0.054
4995,0.048,0.048,0.052,0.045,0.047,0.046,0.059,0.047,0.036,0.041,0.102,0.037,0.044,0.034,0.056,0.039,0.054,0.057,0.058,0.05
4996,0.049,0.052,0.046,0.046,0.04,0.038,0.037,0.059,0.061,0.052,0.115,0.038,0.049,0.047,0.034,0.05,0.044,0.042,0.058,0.043
4997,0.043,0.053,0.055,0.057,0.049,0.053,0.038,0.044,0.057,0.038,0.106,0.037,0.045,0.045,0.044,0.042,0.057,0.048,0.041,0.048
4998,0.054,0.048,0.044,0.049,0.038,0.048,0.045,0.034,0.052,0.047,0.105,0.039,0.051,0.046,0.034,0.057,0.053,0.047,0.053,0.056
4999,0.045,0.054,0.053,0.037,0.052,0.046,0.046,0.045,0.045,0.039,0.123,0.042,0.047,0.046,0.046,0.045,0.05,0.041,0.044,0.054
5000,0.051,0.047,0.054,0.047,0.044,0.036,0.035,0.048,0.034,0.038,0.122,0.051,0.06,0.045,0.041,0.034,0.043,0.066,0.047,0.057
5001,0.053,0.047,0.052,0.057,0.04,0.047,0.039,0.041,0.044,0.042,0.101,0.043,0.042,0.057,0.059,0.043,0.041,0.044,0.041,0.067
5002,0.062,0.059,0.049,0.048,0.033,0.044,0.052,0.048,0.045,0.038,0.097,0.047,0.044,0.05,0.038,0.057,0.048,0.033,0.051,0.057
5003,0.059,0.046,0.061,0.053,0.043,0.042,0.037,0.045,0.054,0.039,0.101,0.041,0.045,0.047,0.036,0.053,0.05,0.048,0.04,0.06
5004,0.041,0.059,0.05,0.044,0.036,0.042,0.045,0.053,0.048,0.044,0.11,0.05,0.039,0.044,0.036,0.061,0.047,0.049,0.053,0.049
5005,0.05,0.054,0.043,0.042,0.043,0.039,0.046,0.047,0.053,0.043,0.111,0.04,0.051,0.051,0.047,0.05,0.042,0.044,0.059,0.045
5006,0.06,0.061,0.042,0.05,0.043,0.038,0.036,0.047,0.059,0.044,0.104,0.044,0.046,0.041,0.044,0.05,0.035,0.043,0.05,0.063
5007,0.054,0.055,0.04,0.04,0.036,0.043,0.042,0.042,0.045,0.049,0.121,0.04,0.061,0.047,0.048,0.043,0.037,0.043,0.055,0.059
5008,0.047,0.056,0.053,0.051,0.049,0.049,0.034,0.046,0.035,0.041,0.104,0.053,0.05,0.049,0.033,0.038,0.051,0.048,0.055,0.058
5009,0.048,0.047,0.043,0.033,0.046,0.047,0.033,0.049,0.037,0.04,0.112,0.052,0.054,0.04,0.041,0.05,0.061,0.051,0.059,0.057
5010,0.052,0.049,0.055,0.047,0.045,0.034,0.047,0.033,0.036,0.054,0.112,0.043,0.048,0.05,0.053,0.054,0.041,0.051,0.045,0.051
5011,0.052,0.047,0.036,0.056,0.044,0.033,0.055,0.043,0.027,0.044,0.116,0.052,0.049,0.054,0.051,0.045,0.039,0.042,0.051,0.064
5012,0.066,0.036,0.052,0.051,0.047,0.041,0.042,0.046,0.046,0.033,0.115,0.044,0.042,0.046,0.052,0.042,0.047,0.061,0.038,0.053
5013,0.054,0.046,0.054,0.05,0.039,0.038,0.05,0.047,0.042,0.032,0.116,0.041,0.046,0.043,0.046,0.051,0.046,0.042,0.052,0.065
5014,0.055,0.046,0.052,0.053,0.041,0.04,0.045,0.049,0.043,0.046,0.107,0.053,0.042,0.044,0.041,0.041,0.042,0.044,0.069,0.047
5015,0.047,0.047,0.041,0.043,0.039,0.053,0.056,0.044,0.06,0.034,0.099,0.047,0.064,0.047,0.042,0.042,0.042,0.059,0.054,0.04
5016,0.06,0.056,0.05,0.041,0.037,0.046,0.033,0.038,0.041,0.053,0.123,0.034,0.043,0.06,0.046,0.039,0.052,0.044,0.051,0.053
5017,0.048,0.048,0.046,0.054,0.049,0.043,0.036,0.055,0.04,0.038,0.104,0.042,0.04,0.04,0.064,0.046,0.061,0.053,0.049,0.044
5018,0.039,0.052,0.044,0.053,0.044,0.045,0.055,0.039,0.04,0.043,0.096,0.038,0.048,0.064,0.046,0.049,0.04,0.059,0.055,0.051
5019,0.056,0.05,0.046,0.047,0.043,0.039,0.043,0.024,0.04,0.051,0.116,0.044,0.055,0.041,0.047,0.059,0.045,0.053,0.053,0.048
5020,0.052,0.05,0.055,0.047,0.047,0.042,0.038,0.046,0.054,0.031,0.109,0.045,0.058,0.039,0.04,0.054,0.052,0.047,0.042,0.052
5021,0.055,0.055,0.035,0.051,0.045,0.049,0.048,0.046,0.033,0.037,0.12,0.05,0.048,0.042,0.054,0.038,0.053,0.045,0.055,0.041
5022,0.056,0.054,0.045,0.05,0.033,0.045,0.042,0.046,0.055,0.045,0.126,0.044,0.048,0.049,0.049,0.05,0.041,0.038,0.042,0.042
5023,0.048,0.057,0.05,0.051,0.053,0.042,0.042,0.036,0.047,0.043,0.112,0.046,0.04,0.05,0.041,0.046,0.051,0.048,0.053,0.044
5024,0.05,0.063,0.054,0.033,0.044,0.047,0.052,0.04,0.038,0.042,0.113,0.047,0.051,0.049,0.041,0.049,0.054,0.045,0.042,0.046
5025,0.054,0.048,0.043,0.046,0.034,0.044,0.048,0.04,0.048,0.049,0.101,0.049,0.059,0.046,0.049,0.041,0.045,0.051,0.061,0.044
5026,0.06,0.044,0.048,0.041,0.045,0.049,0.042,0.046,0.053,0.04,0.103,0.033,0.055,0.058,0.028,0.05,0.045,0.057,0.056,0.047
5027,0.063,0.035,0.063,0.059,0.051,0.036,0.04,0.035,0.048,0.037,0.117,0.043,0.036,0.05,0.042,0.036,0.047,0.057,0.048,0.057
5028,0.049,0.045,0.048,0.047,0.041,0.041,0.059,0.04,0.053,0.043,0.106,0.051,0.056,0.042,0.042,0.042,0.049,0.057,0.048,0.041
5029,0.059,0.05,0.066,0.054,0.043,0.041,0.038,0.034,0.046,0.048,0.103,0.038,0.054,0.04,0.036,0.054,0.05,0.045,0.046,0.055
5030,0.045,0.065,0.056,0.046,0.042,0.047,0.05,0.047,0.043,0.03,0.108,0.049,0.041,0.042,0.046,0.042,0.042,0.05,0.042,0.067
5031,0.048,0.043,0.055,0.041,0.039,0.033,0.041,0.051,0.056,0.047,0.119,0.043,0.056,0.047,0.04,0.035,0.039,0.06,0.057,0.05
5032,0.049,0.046,0.045,0.041,0.036,0.046,0.048,0.047,0.051,0.052,0.118,0.051,0.041,0.041,0.039,0.04,0.065,0.047,0.044,0.053
5033,0.062,0.043,0.062,0.049,0.027,0.044,0.056,0.045,0.042,0.042,0.111,0.037,0.045,0.043,0.064,0.049,0.042,0.039,0.055,0.043
5034,0.057,0.049,0.045,0.046,0.045,0.05,0.03,0.047,0.05,0.041,0.103,0.037,0.055,0.044,0.046,0.048,0.048,0.057,0.043,0.059
5035,0.059,0.054,0.044,0.043,0.032,0.048,0.039,0.042,0.053,0.05,0.085,0.036,0.055,0.064,0.051,0.057,0.057,0.04,0.043,0.048
5036,0.048,0.046,0.042,0.052,0.043,0.048,0.036,0.045,0.042,0.046,0.118,0.042,0.037,0.042,0.06,0.042,0.052,0.047,0.056,0.056
5037,0.056,0.046,0.059,0.049,0.043,0.032,0.027,0.049,0.048,0.038,0.105,0.049,0.044,0.047,0.056,0.038,0.05,0.058,0.042,0.064
5038,0.055,0.047,0.038,0.052,0.037,0.05,0.043,0.036,0.05,0.049,0.101,0.051,0.047,0.037,0.056,0.053,0.048,0.045,0.054,0.051
5039,0.045,0.054,0.066,0.044,0.038,0.036,0.049,0.046,0.036,0.041,0.116,0.044,0.037,0.055,0.042,0.026,0.047,0.056,0.065,0.057
5040,0.063,0.038,0.056,0.045,0.046,0.055,0.05,0.031,0.047,0.035,0.104,0.032,0.058,0.046,0.045,0.041,0.057,0.048,0.045,0.058
5041,0.056,0.048,0.053,0.051,0.05,0.051,0.049,0.044,0.042,0.028,0.093,0.039,0.041,0.044,0.041,0.056,0.045,0.06,0.047,0.062
5042,0.046,0.051,0.04,0.038,0.036,0.038,0.045,0.048,0.055,0.043,0.114,0.046,0.042,0.048,0.036,0.042,0.061,0.048,0.057,0.066
5043,0.049,0.047,0.041,0.044,0.045,0.049,0.045,0.047,0.049,0.035,0.126,0.042,0.057,0.049,0.042,0.053,0.03,0.053,0.046,0.051
5044,0.049,0.048,0.037,0.052,0.04,0.06,0.029,0.04,0.049,0.035,0.109,0.054,0.044,0.065,0.052,0.049,0.048,0.053,0.051,0.036
5045,0.044,0.061,0.046,0.045,0.04,0.041,0.045,0.047,0.044,0.033,0.122,0.045,0.05,0.039,0.049,0.047,0.048,0.057,0.053,0.044
5046,0.051,0.053,0.044,0.048,0.041,0.04,0.045,0.042,0.054,0.042,0.114,0.052,0.051,0.05,0.046,0.04,0.039,0.048,0.051,0.049
5047,0.052,0.055,0.047,0.04,0.043,0.049,0.037,0.034,0.043,0.048,0.105,0.042,0.043,0.062,0.061,0.033,0.05,0.055,0.047,0.054
5048,0.06,0.05,0.045,0.061,0.053,0.046,0.038,0.047,0.039,0.048,0.107,0.035,0.05,0.038,0.035,0.04,0.065,0.036,0.05,0.057
5049,0.046,0.05,0.048,0.052,0.053,0.044,0.043,0.039,0.05,0.045,0.104,0.046,0.046,0.054,0.044,0.042,0.044,0.06,0.036,0.054
5050,0.05,0.048,0.056,0.047,0.037,0.052,0.035,0.04,0.051,0.043,0.112,0.045,0.049,0.046,0.04,0.049,0.04,0.054,0.056,0.05
5051,0.054,0.056,0.057,0.039,0.047,0.049,0.051,0.04,0.052,0.046,0.102,0.046,0.044,0.039,0.04,0.047,0.041,0.065,0.044,0.041
5052,0.045,0.046,0.055,0.07,0.049,0.034,0.041,0.054,0.039,0.051,0.115,0.043,0.048,0.044,0.044,0.043,0.046,0.038,0.048,0.047
5053,0.049,0.042,0.045,0.043,0.048,0.043,0.038,0.049,0.053,0.046,0.116,0.043,0.05,0.046,0.042,0.058,0.043,0.049,0.046,0.051
5054,0.05,0.062,0.046,0.038,0.039,0.039,0.045,0.038,0.039,0.042,0.122,0.036,0.039,0.045,0.05,0.052,0.054,0.048,0.061,0.055
5055,0.052,0.06,0.054,0.039,0.043,0.043,0.042,0.032,0.055,0.048,0.101,0.046,0.037,0.04,0.044,0.052,0.049,0.052,0.059,0.052
5056,0.062,0.059,0.057,0.055,0.047,0.04,0.034,0.04,0.045,0.043,0.107,0.041,0.039,0.049,0.035,0.051,0.041,0.06,0.049,0.046
5057,0.052,0.035,0.045,0.054,0.037,0.045,0.054,0.041,0.033,0.049,0.088,0.049,0.059,0.06,0.045,0.045,0.052,0.042,0.049,0.066
5058,0.051,0.038,0.047,0.051,0.059,0.042,0.055,0.039,0.055,0.04,0.112,0.045,0.054,0.053,0.037,0.044,0.049,0.037,0.04,0.052
5059,0.038,0.057,0.051,0.051,0.038,0.047,0.046,0.049,0.046,0.04,0.09,0.05,0.038,0.049,0.048,0.048,0.05,0.052,0.062,0.05
5060,0.045,0.046,0.054,0.044,0.047,0.036,0.051,0.034,0.048,0.042,0.089,0.058,0.047,0.05,0.044,0.056,0.057,0.051,0.055,0.046
5061,0.063,0.043,0.055,0.044,0.037,0.044,0.043,0.055,0.058,0.038,0.122,0.045,0.035,0.042,0.043,0.042,0.036,0.06,0.05,0.045
5062,0.049,0.062,0.05,0.053,0.037,0.048,0.037,0.04,0.055,0.042,0.101,0.039,0.049,0.036,0.049,0.046,0.061,0.049,0.055,0.042
5063,0.035,0.051,0.064,0.043,0.046,0.051,0.032,0.056,0.052,0.036,0.108,0.05,0.043,0.04,0.06,0.049,0.032,0.046,0.061,0.045
5064,0.054,0.046,0.057,0.048,0.058,0.036,0.039,0.036,0.055,0.036,0.113,0.035,0.049,0.042,0.042,0.048,0.044,0.043,0.062,0.057
5065,0.048,0.046,0.049,0.043,0.046,0.034,0.048,0.043,0.044,0.041,0.103,0.035,0.04,0.048,0.055,0.056,0.053,0.045,0.055,0.068
5066,0.044,0.047,0.052,0.065,0.037,0.059,0.05,0.043,0.032,0.046,0.119,0.053,0.052,0.033,0.036,0.039,0.057,0.055,0.039,0.042
5067,0.064,0.038,0.049,0.056,0.034,0.048,0.033,0.044,0.043,0.046,0.123,0.039,0.042,0.047,0.047,0.04,0.046,0.055,0.056,0.05
5068,0.048,0.044,0.062,0.045,0.047,0.036,0.039,0.045,0.044,0.04,0.111,0.042,0.046,0.038,0.05,0.055,0.045,0.045,0.059,0.059
5069,0.055,0.041,0.057,0.055,0.039,0.041,0.042,0.033,0.047,0.057,0.126,0.045,0.049,0.049,0.044,0.04,0.05,0.045,0.041,0.044
5070,0.06,0.06,0.058,0.039,0.035,0.044,0.049,0.045,0.043,0.042,0.095,0.039,0.055,0.039,0.054,0.047,0.042,0.059,0.049,0.046
5071,0.047,0.045,0.057,0.046,0.046,0.033,0.036,0.052,0.041,0.045,0.109,0.048,0.046,0.043,0.042,0.057,0.041,0.061,0.045,0.06
5072,0.047,0.05,0.043,0.046,0.05,0.047,0.04,0.05,0.042,0.044,0.105,0.044,0.047,0.051,0.035,0.048,0.038,0.062,0.06,0.051
5073,0.059,0.061,0.049,0.041,0.044,0.055,0.045,0.048,0.043,0.044,0.102,0.04,0.043,0.048,0.038,0.044,0.044,0.045,0.058,0.049
5074,0.052,0.048,0.054,0.056,0.037,0.042,0.053,0.041,0.045,0.047,0.12,0.03,0.05,0.041,0.047,0.041,0.053,0.046,0.047,0.05
5075,0.061,0.036,0.042,0.047,0.043,0.047,0.04,0.036,0.034,0.049,0.134,0.051,0.052,0.06,0.036,0.044,0.041,0.047,0.04,0.06
5076,0.046,0.051,0.055,0.039,0.04,0.039,0.047,0.04,0.042,0.047,0.108,0.039,0.056,0.043,0.052,0.053,0.051,0.045,0.059,0.048
5077,0.047,0.051,0.043,0.064,0.049,0.048,0.043,0.042,0.04,0.039,0.113,0.046,0.046,0.034,0.043,0.052,0.051,0.045,0.052,0.052
5078,0.056,0.056,0.054,0.042,0.048,0.046,0.039,0.043,0.04,0.039,0.115,0.043,0.046,0.044,0.05,0.044,0.042,0.057,0.051,0.045
5079,0.049,0.058,0.047,0.052,0.035,0.046,0.041,0.049,0.045,0.037,0.109,0.041,0.05,0.042,0.046,0.046,0.035,0.062,0.047,0.063
5080,0.043,0.054,0.062,0.049,0.042,0.037,0.036,0.031,0.054,0.042,0.116,0.049,0.052,0.038,0.048,0.044,0.044,0.038,0.064,0.057
5081,0.056,0.036,0.05,0.046,0.034,0.047,0.057,0.048,0.055,0.035,0.116,0.046,0.047,0.044,0.043,0.054,0.042,0.047,0.037,0.06
5082,0.056,0.053,0.043,0.05,0.051,0.03,0.043,0.051,0.04,0.047,0.107,0.06,0.045,0.039,0.051,0.039,0.046,0.042,0.052,0.055
5083,0.049,0.047,0.052,0.044,0.048,0.048,0.037,0.045,0.036,0.037,0.109,0.046,0.05,0.041,0.05,0.053,0.053,0.048,0.057,0.05
5084,0.048,0.047,0.051,0.044,0.058,0.041,0.035,0.044,0.042,0.054,0.111,0.04,0.036,0.048,0.037,0.048,0.047,0.055,0.052,0.062
5085,0.057,0.034,0.055,0.041,0.045,0.051,0.049,0.041,0.044,0.055,0.112,0.042,0.04,0.052,0.043,0.049,0.052,0.052,0.046,0.04
5086,0.056,0.059,0.058,0.065,0.045,0.045,0.037,0.042,0.046,0.035,0.101,0.028,0.044,0.048,0.042,0.056,0.05,0.043,0.051,0.049
5087,0.053,0.06,0.044,0.048,0.046,0.037,0.032,0.034,0.046,0.049,0.129,0.048,0.054,0.049,0.037,0.046,0.042,0.048,0.05,0.048
5088,0.055,0.048,0.048,0.04,0.048,0.047,0.049,0.039,0.043,0.039,0.1,0.05,0.057,0.035,0.04,0.051,0.059,0.054,0.047,0.051
5089,0.056,0.052,0.047,0.05,0.054,0.035,0.052,0.035,0.048,0.031,0.12,0.036,0.038,0.048,0.035,0.046,0.052,0.059,0.053,0.053
5090,0.051,0.055,0.046,0.049,0.049,0.046,0.039,0.042,0.044,0.04,0.102,0.039,0.05,0.063,0.043,0.036,0.041,0.058,0.045,0.062
5091,0.059,0.039,0.047,0.044,0.049,0.044,0.039,0.049,0.042,0.043,0.088,0.04,0.051,0.058,0.05,0.046,0.045,0.057,0.064,0.046
5092,0.06,0.051,0.047,0.064,0.04,0.045,0.038,0.044,0.029,0.044,0.107,0.038,0.04,0.042,0.059,0.05,0.048,0.046,0.057,0.051
5093,0.063,0.043,0.038,0.051,0.042,0.047,0.054,0.044,0.045,0.032,0.107,0.044,0.05,0.041,0.043,0.048,0.049,0.052,0.052,0.055
5094,0.056,0.054,0.043,0.056,0.036,0.034,0.041,0.037,0.044,0.036,0.119,0.054,0.051,0.057,0.048,0.049,0.043,0.047,0.049,0.046
5095,0.047,0.045,0.056,0.048,0.049,0.042,0.039,0.036,0.046,0.046,0.115,0.033,0.051,0.047,0.042,0.044,0.052,0.051,0.051,0.06
5096,0.044,0.04,0.05,0.054,0.054,0.051,0.036,0.05,0.041,0.046,0.116,0.037,0.049,0.047,0.048,0.045,0.044,0.055,0.049,0.044
5097,0.048,0.046,0.049,0.053,0.042,0.046,0.04,0.042,0.054,0.044,0.093,0.035,0.047,0.047,0.052,0.052,0.049,0.052,0.052,0.057
5098,0.056,0.047,0.051,0.048,0.043,0.049,0.048,0.037,0.053,0.039,0.098,0.041,0.04,0.048,0.061,0.047,0.049,0.049,0.042,0.054
5099,0.05,0.045,0.046,0.048,0.041,0.04,0.045,0.051,0.046,0.045,0.104,0.048,0.034,0.054,0.042,0.049,0.062,0.049,0.048,0.053
5100,0.059,0.053,0.053,0.054,0.046,0.053,0.041,0.048,0.05,0.032,0.108,0.045,0.047,0.044,0.045,0.035,0.033,0.04,0.066,0.048
5101,0.066,0.041,0.06,0.052,0.04,0.043,0.043,0.044,0.041,0.041,0.105,0.035,0.038,0.04,0.056,0.044,0.059,0.047,0.047,0.058
5102,0.074,0.04,0.057,0.045,0.036,0.046,0.05,0.046,0.049,0.041,0.105,0.044,0.046,0.03,0.055,0.035,0.054,0.054,0.041,0.052
5103,0.059,0.046,0.049,0.046,0.052,0.051,0.038,0.041,0.053,0.027,0.101,0.049,0.045,0.05,0.037,0.05,0.046,0.046,0.055,0.059
5104,0.063,0.038,0.054,0.04,0.046,0.038,0.036,0.052,0.055,0.043,0.115,0.034,0.044,0.051,0.057,0.06,0.046,0.034,0.046,0.048
5105,0.048,0.055,0.046,0.045,0.033,0.053,0.051,0.049,0.043,0.044,0.109,0.041,0.042,0.047,0.042,0.047,0.04,0.044,0.07,0.051
5106,0.049,0.053,0.061,0.046,0.033,0.047,0.046,0.066,0.037,0.042,0.1,0.037,0.057,0.041,0.051,0.049,0.044,0.053,0.044,0.044
5107,0.05,0.046,0.038,0.062,0.038,0.046,0.04,0.039,0.05,0.047,0.114,0.036,0.054,0.047,0.046,0.041,0.046,0.057,0.058,0.045
5108,0.052,0.04,0.066,0.045,0.048,0.044,0.039,0.045,0.037,0.034,0.137,0.036,0.035,0.047,0.044,0.041,0.047,0.054,0.046,0.063
5109,0.05,0.037,0.041,0.05,0.057,0.055,0.036,0.053,0.03,0.046,0.081,0.047,0.063,0.047,0.049,0.045,0.049,0.056,0.042,0.066
5110,0.068,0.044,0.053,0.059,0.052,0.036,0.036,0.045,0.038,0.047,0.122,0.04,0.055,0.039,0.035,0.045,0.03,0.051,0.049,0.056
5111,0.055,0.038,0.048,0.043,0.044,0.043,0.039,0.046,0.051,0.049,0.106,0.046,0.045,0.037,0.047,0.04,0.06,0.057,0.063,0.043
5112,0.051,0.058,0.043,0.06,0.041,0.05,0.035,0.044,0.04,0.036,0.098,0.059,0.049,0.044,0.055,0.041,0.041,0.058,0.048,0.049
5113,0.045,0.052,0.048,0.051,0.054,0.041,0.034,0.047,0.038,0.045,0.111,0.053,0.05,0.045,0.042,0.058,0.042,0.051,0.046,0.047
5114,0.057,0.052,0.044,0.04,0.054,0.055,0.063,0.052,0.037,0.042,0.118,0.047,0.045,0.027,0.044,0.046,0.032,0.045,0.045,0.055
5115,0.05,0.063,0.044,0.05,0.048,0.055,0.039,0.038,0.051,0.035,0.1,0.045,0.042,0.047,0.043,0.048,0.047,0.04,0.054,0.061
5116,0.052,0.043,0.042,0.046,0.054,0.051,0.046,0.038,0.048,0.037,0.12,0.055,0.045,0.056,0.046,0.048,0.033,0.049,0.04,0.051
5117,0.051,0.043,0.048,0.044,0.041,0.04,0.044,0.045,0.05,0.042,0.1,0.037,0.055,0.053,0.04,0.047,0.048,0.054,0.061,0.057
5118,0.047,0.047,0.043,0.041,0.045,0.044,0.056,0.053,0.039,0.038,0.114,0.04,0.052,0.049,0.04,0.046,0.06,0.051,0.05,0.045
5119,0.041,0.064,0.041,0.046,0.037,0.043,0.041,0.048,0.045,0.05,0.113,0.043,0.05,0.041,0.037,0.056,0.037,0.058,0.052,0.057
5120,0.064,0.046,0.069,0.044,0.035,0.043,0.037,0.042,0.055,0.04,0.088,0.049,0.043,0.048,0.044,0.044,0.048,0.045,0.052,0.064
5121,0.046,0.041,0.059,0.052,0.047,0.048,0.051,0.041,0.037,0.039,0.101,0.045,0.045,0.045,0.036,0.055,0.053,0.046,0.061,0.052
5122,0.051,0.042,0.053,0.052,0.04,0.053,0.042,0.036,0.058,0.042,0.113,0.037,0.038,0.05,0.041,0.03,0.052,0.058,0.041,0.071
5123,0.056,0.046,0.045,0.06,0.051,0.043,0.048,0.047,0.052,0.039,0.107,0.038,0.042,0.036,0.038,0.04,0.052,0.052,0.059,0.049
5124,0.054,0.047,0.051,0.054,0.037,0.04,0.045,0.05,0.039,0.036,0.11,0.046,0.06,0.045,0.04,0.047,0.049,0.051,0.051,0.048
5125,0.057,0.042,0.05,0.047,0.042,0.046,0.04,0.039,0.041,0.046,0.108,0.042,0.046,0.047,0.043,0.048,0.049,0.055,0.058,0.054
5126,0.059,0.046,0.065,0.039,0.042,0.039,0.033,0.038,0.044,0.046,0.111,0.043,0.064,0.044,0.048,0.043,0.044,0.057,0.049,0.046
5127,0.053,0.053,0.051,0.052,0.05,0.055,0.042,0.028,0.048,0.038,0.083,0.06,0.046,0.045,0.047,0.052,0.043,0.048,0.053,0.053
5128,0.06,0.032,0.057,0.056,0.046,0.039,0.036,0.049,0.044,0.041,0.109,0.037,0.044,0.044,0.046,0.046,0.051,0.055,0.057,0.051
5129,0.055,0.04,0.058,0.051,0.056,0.045,0.048,0.047,0.05,0.047,0.095,0.045,0.03,0.055,0.052,0.041,0.036,0.041,0.051,0.057
5130,0.049,0.047,0.046,0.058,0.046,0.044,0.039,0.049,0.042,0.041,0.112,0.049,0.038,0.045,0.04,0.051,0.048,0.051,0.054,0.051
5131,0.062,0.052,0.046,0.045,0.039,0.053,0.042,0.049,0.053,0.034,0.1,0.038,0.05,0.048,0.038,0.048,0.036,0.054,0.065,0.048
5132,0.057,0.048,0.053,0.062,0.039,0.04,0.035,0.042,0.055,0.035,0.107,0.036,0.029,0.042,0.056,0.057,0.053,0.054,0.051,0.049
5133,0.063,0.054,0.036,0.052,0.044,0.042,0.051,0.034,0.043,0.04,0.117,0.059,0.033,0.044,0.05,0.04,0.047,0.044,0.054,0.053
5134,0.055,0.039,0.055,0.052,0.05,0.044,0.041,0.043,0.043,0.041,0.096,0.032,0.06,0.044,0.05,0.049,0.048,0.046,0.054,0.058
5135,0.054,0.042,0.051,0.051,0.047,0.047,0.044,0.057,0.042,0.049,0.089,0.039,0.052,0.046,0.034,0.052,0.036,0.051,0.053,0.064
5136,0.057,0.051,0.046,0.051,0.035,0.043,0.045,0.045,0.05,0.044,0.114,0.055,0.045,0.031,0.044,0.047,0.042,0.04,0.067,0.048
5137,0.047,0.037,0.045,0.05,0.047,0.042,0.038,0.043,0.053,0.046,0.118,0.039,0.041,0.051,0.039,0.051,0.045,0.045,0.062,0.061
5138,0.053,0.057,0.054,0.055,0.043,0.041,0.05,0.036,0.048,0.04,0.098,0.037,0.062,0.05,0.04,0.042,0.045,0.044,0.054,0.051
5139,0.043,0.064,0.046,0.048,0.037,0.045,0.043,0.041,0.046,0.037,0.109,0.049,0.043,0.044,0.044,0.048,0.055,0.048,0.054,0.056
5140,0.046,0.04,0.048,0.059,0.04,0.049,0.041,0.039,0.056,0.048,0.098,0.043,0.049,0.04,0.054,0.045,0.048,0.051,0.053,0.053
5141,0.048,0.049,0.051,0.041,0.04,0.037,0.047,0.047,0.048,0.042,0.12,0.046,0.046,0.053,0.055,0.044,0.048,0.049,0.043,0.046
5142,0.054,0.039,0.059,0.048,0.038,0.047,0.049,0.04,0.054,0.043,0.097,0.054,0.038,0.04,0.059,0.041,0.049,0.056,0.053,0.042
5143,0.056,0.06,0.038,0.042,0.054,0.052,0.051,0.039,0.05,0.038,0.101,0.039,0.061,0.048,0.036,0.042,0.044,0.044,0.058,0.047
